bcr_patient_barcode;dataset;GATA3;PTEN;XBP1;ESR1;MUC1;FN1;GAPDH
OV455;OV;-4458625;11635;-2,50433E+14;2,14167E+14;1584125;-2,40433E+14;-113375
OV456;OV;-4011375;0.329785714285714;-2,39742E+14;2,42242E+14;2646375;-2,79071E+14;-1,23558E+14
OV457;OV;-4129875;0.373571428571429;0.4365;1,74083E+14;252975;-2,67367E+14;-0.866833333333333
OV458;OV;-4244625;0.834071428571429;-0.3285;3,29017E+14;2515;-2,31242E+14;-1,85992E+14
OV459;OV;-4422125;0.573071428571429;-0.1805;1,02883E+14;2.32;-2591;-1,42542E+14
OV460;OV;-511675;1,22621E+14;-1,30058E+14;0.269;1602625;-1,28071E+14;-1,25267E+14
OV461;OV;-388925;0.279214285714286;-0.8975;0.59475;2472625;0.500083333333333;-0.2315
OV462;OV;-3949125;1,24914E+14;-2,01283E+14;1,25183E+14;2598375;1,40017E+14;-1,34008E+14
OV463;OV;-4141375;0.505071428571429;-0.834666666666667;2,17208E+14;31285;-0.556458333333333;-0.882583333333333
OV464;OV;-450125;1,13371E+14;-0.167416666666667;2,14658E+14;3462625;-1,51858E+14;-1,53642E+14
OV465;OV;-475175;0.112285714285714;-1,85083E+14;0.87275;0.721125;-0.430708333333333;-0.508666666666667
OV466;OV;-3492375;0.403785714285714;0.00366666666666666;1,02967E+14;142975;-0.946166666666667;-1356
OV467;OV;-4726875;0.3275;-0.40525;24595;2489125;-2,98917E+14;-1,10508E+14
OV468;OV;-3979875;1,26564E+14;-0.724666666666667;198425;305825;0.0515833333333333;-0.480583333333333
OV469;OV;-426925;1,36814E+14;-0.864;2,16392E+14;19385;-2,28192E+14;-0.39375
OV470;OV;-37245;-0.499285714285714;-1,93942E+14;2,01333E+14;3158625;-1,97454E+14;-0.758833333333333
OV471;OV;-44545;0.6065;-193625;-0.00299999999999998;0.985125;-3037875;-1267
OV472;OV;-4655125;0.313071428571429;-1,35458E+14;0.87975;2546625;-0.109541666666667;-1,25567E+14
OV473;OV;-3175625;1,23329E+14;-10745;2,06617E+14;1343625;1,01879E+14;-114775
OV474;OV;-3937;1,39521E+14;-1,58808E+14;0.844583333333333;228575;0.723041666666667;-1,38408E+14
OV475;OV;-37645;0.175642857142857;-0.270666666666667;0.838416666666666;26845;-0.041;-1,90083E+14
OV476;OV;-4118875;0.608785714285714;-0.845;1,13733E+14;2807625;-1,05021E+14;-2.26
OV477;OV;-5246125;0.195785714285714;-0.95725;0.54325;1373;-3,26758E+14;-0.39925
OV478;OV;-3285375;0.684928571428571;-0.343416666666667;2.72;3116625;-2,33658E+14;-1,08342E+14
OV479;OV;-3388125;0.318214285714286;-0.655916666666667;0.346083333333333;18995;-1210875;-1,36283E+14
OV480;OV;-4923125;0.961142857142857;-2,22642E+14;2716;1305125;-1,16046E+14;-1,02117E+14
OV481;OV;-4883875;1,67793E+14;0.002;2,17967E+14;3151375;-2799625;-13475
OV482;OV;-405175;1,34307E+14;0.14025;168475;2730375;135975;-1,49267E+14
OV483;OV;-2776125;0.210428571428571;-0.520583333333333;160475;28535;-3,37796E+14;-1,79883E+14
OV484;OV;-511825;-0.169928571428571;0.323916666666667;1,52583E+14;0.45975;-2627;-1,99683E+14
OV485;OV;-2891;0.841857142857143;-1,56208E+14;1,92108E+14;27205;-1944625;-0.445416666666667
OV486;OV;-4086625;-0.0234285714285714;-0.763;3,17933E+14;237725;-21635;-154275
OV487;OV;-4447;27275;-0.253583333333333;1,66283E+14;-0.3005;-1,87633E+14;-0.0753333333333333
OV488;OV;1395875;0.0352142857142857;-0.471666666666667;-4,22792E+14;18425;-30555;-1,35808E+14
OV489;OV;-4991;10265;-1,64467E+14;111925;339575;0.155666666666667;-0.6925
OV490;OV;-4776375;1,79429E+14;0.69175;149625;2610375;-1452375;-0.3675
OV491;OV;-549575;1,69957E+14;0.0639166666666667;37045;2555375;-2489125;-0.047
OV492;OV;-381425;1,26636E+14;-0.193666666666667;2,56408E+14;2396;0.722958333333333;-0.467166666666667
OV493;OV;-3898375;12565;-0.787833333333333;1,85333E+14;24965;-0.872;-160225
OV494;OV;-5765375;1,53293E+14;-0.791833333333333;1,61783E+14;0.952;-247625;-0.0291666666666667
OV495;OV;-5680625;0.441142857142857;-1,30417E+14;1,31242E+14;0.525625;-3,60196E+14;-0.4935
OV496;OV;-4687375;1078;-1,35258E+14;0.0201666666666667;-0.996;-0.659875;-2,17192E+14
OV497;OV;-3992625;0.743428571428571;0.26075;2,11183E+14;1136125;-1,17358E+14;-1,56808E+14
OV498;OV;-422525;1,67771E+14;0.715166666666667;194475;3654125;-0.73875;-0.861166666666667
OV499;OV;-4110375;0.440571428571429;-2,08583E+14;0.637666666666667;2256625;-1,23471E+14;-135675
OV500;OV;-325675;-0.0705714285714285;0.29325;2,59617E+14;287325;-1280375;-1,73533E+14
OV501;OV;-3985125;0.00121428571428569;-0.693916666666667;2,02733E+14;2153875;-2,05192E+14;-0.808916666666667
OV502;OV;-3762875;1,35214E+14;-211275;1,69192E+14;-0.694375;-2,25958E+14;0.34875
OV503;OV;-487075;0.644142857142857;-2,38908E+14;1,05967E+14;2212;-0.426041666666667;-0.11625
OV504;OV;-520075;-1,39636E+14;-0.405416666666667;157825;2669375;-3488125;-0.546666666666667
OV505;OV;-4.48;12855;-0.888583333333333;1,26508E+14;3516375;-2557625;-1,04692E+14
OV506;OV;-4364625;0.0398571428571428;-0.2705;0.298583333333333;1696625;-0.00170833333333333;-107525
OV507;OV;-4431625;1,03629E+14;-0.6785;1,31617E+14;22205;-28995;-1,07342E+14
OV508;OV;-4034875;0.948428571428572;-0.604833333333333;155275;3204;-1,13808E+14;-1309
OV509;OV;-4510375;0.232214285714286;-1,20858E+14;27945;223375;-2,37408E+14;-17705
OV510;OV;-503725;-0.120714285714286;-0.302;2,12508E+14;305475;-2,46167E+14;-0.746416666666667
OV511;OV;-4094125;-0.572214285714286;-0.3425;0.190416666666667;1203625;0.396041666666667;-1,22533E+14
OV512;OV;-4497125;1,58164E+14;0.188166666666667;236725;3178375;-2,42792E+14;-1,00983E+14
OV513;OV;-55405;0.132428571428571;-1,31142E+14;1,10233E+14;1953875;-2699375;-0.875166666666667
OV514;OV;-4388125;0.5685;-0.554166666666667;1,29233E+14;3035125;-2,99783E+14;-1,83683E+14
OV515;OV;-4299625;1,07621E+14;0.79725;1,04517E+14;302925;-2,66604E+14;-0.372583333333333
OV516;OV;-350225;0.959071428571429;0.380833333333333;13425;269475;-2,44804E+14;-1,03583E+14
OV517;OV;-354675;1,26229E+14;-1,28267E+14;0.810916666666667;0.768;-2.88;-21805
OV518;OV;-3828;0.578;-1,79583E+14;1,68633E+14;2669;-29505;-1,18808E+14
OV519;OV;-4113625;0.507071428571429;-1,74308E+14;222075;1735875;-2220625;-26005
OV520;OV;-2.1;0.577714285714286;1,68017E+14;2606;3394875;-2,33554E+14;-2,17142E+14
OV521;OV;-4002;0.336857142857143;-1,36083E+14;1,77717E+14;0.153625;-1,78679E+14;-1,53083E+14
OV522;OV;-434925;0.865142857142857;0.401333333333333;1,69383E+14;17945;-2,06321E+14;-166925
OV523;OV;-432425;1,35757E+14;-1464;261425;1345125;-3196;-0.955833333333333
OV524;OV;-449625;0.750285714285714;-1,95092E+14;176975;270075;-0.869458333333333;-0.6355
OV525;OV;-41765;0.662928571428572;-184925;3,13142E+14;274875;-0.353083333333333;-1,41592E+14
OV526;OV;-3842125;-0.214642857142857;-0.79825;13955;1234875;-1,36279E+14;-1228
OV527;OV;-4281875;0.403142857142857;-1,06217E+14;1,85792E+14;2763625;-213375;-2,18867E+14
OV528;OV;-3717375;1,19993E+14;-0.0695833333333333;0.931916666666667;2591;0.743666666666667;-0.494166666666667
OV529;OV;-3327;1,35764E+14;-2,37367E+14;2,15833E+14;2383625;-2,61567E+14;-0.993333333333333
OV530;OV;-5248875;0.781571428571429;-194875;0.984333333333333;240325;-0.420791666666667;-1,31692E+14
OV531;OV;-4128875;0.375285714285714;0.157;1,93433E+14;2169875;-1121;-0.716916666666667
OV532;OV;-404725;1,09279E+14;-1,43417E+14;1,29108E+14;3671;-0.0260833333333334;0.328666666666667
OV533;OV;-4573625;1,66971E+14;-1,07692E+14;-0.303416666666667;29155;0.528291666666667;-0.677166666666667
OV534;OV;-570575;1352;-1,13017E+14;0.685;3190875;-1,31746E+14;-2,05833E+14
OV535;OV;-4549125;0.572714285714286;-0.0985;252825;3152375;-1863375;-1,69858E+14
OV536;OV;-4214375;0.603785714285714;0.717;-157875;260775;-0.204708333333333;-1,65683E+14
OV537;OV;-43435;-0.0752142857142857;0.41875;233875;3767875;-1,02346E+14;-0.806
OV538;OV;-4471;1,41071E+14;-129975;2,60817E+14;2786625;-3,47467E+14;-1,29317E+14
OV539;OV;-5192375;0.550714285714286;-0.49675;1,85667E+14;2209125;-2,81492E+14;-1,27092E+14
OV540;OV;-4002375;0.338214285714286;-1,80767E+14;133425;143425;-2,35021E+14;-2,19792E+14
OV541;OV;-46935;0.933428571428571;-2,45683E+14;0.955416666666666;3878;-3295;-0.615833333333333
OV542;OV;-33255;-0.128428571428571;-2112;2,88233E+14;-0.0977500000000001;-1,30042E+14;-228825
OV543;OV;-5434875;1,38843E+14;-0.8345;165775;3331375;-40645;-1,21883E+14
OV544;OV;-3394;-1,08686E+14;1,29592E+14;177275;276125;-2095125;-0.909666666666667
OV545;OV;-440025;0.738571428571429;-0.601166666666667;1,79867E+14;2200875;-0.494708333333333;-0.814916666666667
OV546;OV;-3492125;0.909285714285714;-0.785583333333333;0.851666666666667;1268125;-0.671125;-143375
OV547;OV;-435975;1,46379E+14;-1,24033E+14;1,87317E+14;24655;-3,67154E+14;-1,56158E+14
OV548;OV;-4887875;0.4235;0.262333333333333;1,36392E+14;2916375;-1,17621E+14;-1,17817E+14
OV549;OV;-5366875;0.664357142857143;-0.784833333333333;0.686916666666667;1942375;-2,56967E+14;-137675
OV550;OV;-458375;2,53286E+14;1,72133E+14;1,23267E+14;38455;-1,61433E+14;-0.22875
OV551;OV;-260625;0.701928571428571;-1,21733E+14;-3,93058E+14;-3323375;-0.830333333333333;-2,33783E+14
OV552;OV;-5215;1,11343E+14;-0.615;198175;2745375;-2,81442E+14;-2,22967E+14
OV553;OV;-437975;1,05779E+14;-1,68042E+14;2,20508E+14;3157375;-3,10733E+14;-1,25367E+14
OV554;OV;-51515;1,34007E+14;-262475;21235;279975;-2,67504E+14;0.0131666666666667
OV555;OV;-50205;0.723857142857143;-0.14575;35365;2672125;-342325;-1,76367E+14
OV556;OV;-3887125;0.233571428571429;-0.15425;111875;2154625;0.445333333333333;-0.33475
OV557;OV;-1593625;-1,09421E+14;-2,25792E+14;2,42742E+14;167775;-2,07971E+14;-1,88217E+14
OV558;OV;-430775;1,36629E+14;-1,03783E+14;-0.866916666666667;2402125;0.958416666666667;-1,79258E+14
OV559;OV;-353175;0.745642857142857;-1,26158E+14;-2,30692E+14;118475;0.235791666666667;-0.0390833333333333
OV560;OV;-3849;1,51421E+14;-1,11408E+14;147075;22575;-0.256916666666667;-1.12
OV561;OV;-3.96;0.700714285714286;-0.484666666666667;-0.603166666666667;1997625;0.429708333333333;-0.956583333333333
LUSC1;LUSC;-3662125;-0.252214285714286;0.8755;-0.805916666666667;0.84925;-0.821916666666667;-0.3755
LUSC2;LUSC;-4.77;0.0887857142857143;0.5285;-3,00917E+14;116525;0.463833333333333;-0.5795
LUSC3;LUSC;-4477;0.567642857142857;-0.0235;-4,14358E+14;0.661125;-1361;-0.776
LUSC4;LUSC;-0.552375;1065;-0.714916666666667;-3041;0.032125;128875;-0.603083333333333
LUSC5;LUSC;-22505;0.0853571428571428;-0.609416666666667;-2,98608E+14;-104025;-1,23408E+14;-0.90875
LUSC6;LUSC;-4280125;0.259928571428571;-0.378833333333333;-370975;-0.064875;-1275875;-1,45442E+14
LUSC7;LUSC;-452825;0.277642857142857;-0.469666666666667;-2,82183E+14;-0.692625;-1805;-0.856
LUSC8;LUSC;-2225625;-0.143857142857143;-0.994833333333333;-2,82708E+14;2037625;-1,62517E+14;-1,43092E+14
LUSC9;LUSC;-4393625;-1,07879E+14;0.1695;-4,22733E+14;-0.005375;-1139625;-0.324333333333333
LUSC10;LUSC;-417625;0.722571428571429;0.0206666666666667;-312175;-14795;-3,26358E+14;-1,38058E+14
LUSC11;LUSC;-341675;0.541928571428571;-113575;-1,73233E+14;1015;0.513125;0.727916666666667
LUSC12;LUSC;-4465625;0.860285714285714;0.872583333333333;-4,10108E+14;-0.91875;-2,54371E+14;-0.129416666666667
LUSC13;LUSC;-417025;-0.0703571428571429;-1,01992E+14;-4298;0.59875;-1,86004E+14;-0.599583333333333
LUSC14;LUSC;-3269875;-0.3535;-0.774916666666667;-33285;-0.470375;-0.174625;-0.125083333333333
LUSC15;LUSC;-4019375;0.207785714285714;-0.546833333333333;-2,85233E+14;-0.479625;-1,48442E+14;-0.578333333333333
LUSC16;LUSC;-33575;0.930285714285714;0.496166666666667;-2,65142E+14;1678625;-1,05804E+14;-0.242416666666667
LUSC17;LUSC;-4089;0.848571428571429;-0.59125;-0.81125;0.538875;-0.0708333333333333;0.349166666666667
LUSC18;LUSC;-4196875;0.700285714285714;-0.618166666666667;-4,37067E+14;0.394375;-1,40558E+14;-0.134416666666667
LUSC19;LUSC;-4772375;-1,93543E+14;-0.92425;-4784;123525;-1,51917E+14;0.694666666666667
LUSC20;LUSC;-3817625;0.883642857142857;-0.285333333333333;-2488;0.729625;0.561666666666667;-1,03633E+14
LUSC21;LUSC;-4384625;0.579357142857143;0.226416666666667;-3,44133E+14;245175;-0.905333333333333;0.01875
LUSC22;LUSC;1196625;0.956071428571429;-1,25008E+14;-5,19542E+14;0.4425;-2,67404E+14;-0.973416666666667
LUSC23;LUSC;-3854;0.734857142857143;-0.679583333333333;-1,31183E+14;-1411375;1442375;-0.149583333333333
LUSC24;LUSC;-45995;0.490357142857143;-1,98533E+14;-3,88933E+14;0.266875;-1,54583E+14;-0.792916666666667
LUSC25;LUSC;-371325;-0.897071428571429;-1,29108E+14;-3,32133E+14;1204;0.88525;0.198333333333333
LUSC26;LUSC;-15735;-0.475928571428571;0.987916666666667;-3,05367E+14;-0.611375;-0.232833333333333;-0.819833333333333
LUSC27;LUSC;-2343125;0.252928571428571;-0.483916666666667;-2.5;-11075;-0.144791666666667;0.424083333333333
LUSC28;LUSC;-21685;0.317214285714286;-0.3375;-0.13075;0.871125;0.0149583333333333;-0.42
LUSC29;LUSC;-4838125;0.322;-0.512583333333333;-4,25008E+14;0.088375;-1,72904E+14;-0.328
LUSC30;LUSC;-3541875;0.363142857142857;0.795416666666667;-1,55283E+14;2.05;1,12108E+14;-0.953583333333333
LUSC31;LUSC;-1777375;1,17629E+14;-0.387;-2,79733E+14;2345625;-0.412875;-0.696416666666667
LUSC32;LUSC;-300725;-0.0835;1,87158E+14;-1,82667E+14;198675;0.0432083333333333;-1,02317E+14
LUSC33;LUSC;-3765875;-0.991785714285714;2,19408E+14;-2,46342E+14;1924125;-1293375;1,11742E+14
LUSC34;LUSC;-3663;0.3135;-1,05233E+14;-3,58158E+14;0.210625;-0.650833333333333;1,17917E+14
LUSC35;LUSC;-307675;0.753642857142857;-0.267083333333333;-2,54408E+14;2916;0.525625;-0.24825
LUSC36;LUSC;-4386125;-0.155428571428571;0.391166666666667;-0.793166666666667;2466375;-1,37996E+14;0.0283333333333333
LUSC37;LUSC;-395975;1,02593E+14;0.301416666666667;-2761;0.709875;-2014625;0.178166666666667
LUSC38;LUSC;-3899875;0.244928571428571;1,84292E+14;-2,66408E+14;1675875;-1,09933E+14;-166675
LUSC39;LUSC;-2681125;-0.213071428571429;-0.270083333333333;-3,46392E+14;0.118125;0.263083333333333;-0.3655
LUSC40;LUSC;-3384;0.800428571428571;0.457;0.42175;2235875;0.247541666666667;-1,47317E+14
LUSC41;LUSC;-387625;0.121142857142857;-0.03325;-3,30167E+14;-0.418375;-0.697375;0.597583333333333
LUSC42;LUSC;-4162625;0.102714285714286;-0.293666666666667;-3,72842E+14;1714625;-1,26333E+14;-0.255833333333333
LUSC43;LUSC;-38755;0.6515;-0.472416666666667;-2,86442E+14;-15915;0.40425;-0.906583333333333
LUSC44;LUSC;-2974375;1,09514E+14;-0.25275;-3229;-0.176875;-124725;-1,01408E+14
LUSC45;LUSC;-4,43829E+14;-0.301071428571429;-0.337083333333333;-3,46358E+14;-0.3995;-14305;-0.89475
LUSC46;LUSC;-4904;0.5105;-1,21767E+14;-4,84008E+14;0.961625;-2,93708E+14;0.48925
LUSC47;LUSC;-390375;-0.489;-1,04158E+14;-3,81083E+14;-0.2465;-1085875;-1,41408E+14
LUSC48;LUSC;-3583375;-0.2515;-0.468416666666667;-3,37333E+14;0.259875;-232225;-0.470583333333333
LUSC49;LUSC;-2594875;0.941214285714286;-0.44725;-1,46683E+14;0.81;-0.102291666666667;-0.946583333333333
LUSC50;LUSC;-311925;0.6615;-129575;-1,45217E+14;1741125;-1,83746E+14;-0.24675
LUSC51;LUSC;-4873125;-0.433785714285714;-1,66542E+14;-4,04827E+14;-0.831375;-2,25142E+14;0.0585
LUSC52;LUSC;-382625;-0.219923076923077;-0.59425;-3,06536E+14;-0.20325;-2,24917E+14;-0.787333333333333
LUSC53;LUSC;-3884;-0.6335;-1,28692E+14;-336875;-121825;-0.301416666666667;0.0864166666666666
LUSC54;LUSC;-185675;0.522428571428571;-14525;-3,80292E+14;-0.1345;-2,35117E+14;-1,50192E+14
LUSC55;LUSC;-4577;0.87;-0.800333333333333;-2879;2494625;-1,13604E+14;-1,17967E+14
LUSC56;LUSC;-4386375;0.028;-0.03;-3,53733E+14;0.434875;-0.699208333333333;0.70825
LUSC57;LUSC;-2803875;0.843428571428571;0.547583333333333;-216025;1243;0.276625;-1,30492E+14
LUSC58;LUSC;-3435;0.899642857142857;-0.111333333333333;-2,78192E+14;235275;-165025;-0.433333333333333
LUSC59;LUSC;-4260875;-0.214642857142857;-0.598916666666667;-379325;-1552375;-1,53021E+14;-1,26917E+14
LUSC60;LUSC;-4406125;0.530142857142857;-0.7565;-3,24183E+14;0.41175;-0.982833333333333;-0.4715
LUSC61;LUSC;-380675;0.406285714285714;-0.916666666666667;-1,45033E+14;0.328875;-218375;-181775
LUSC62;LUSC;-35595;0.823642857142857;-0.60975;-356025;-0.413125;-0.640458333333333;-1,90983E+14
LUSC63;LUSC;-3782875;0.785714285714286;-1,13492E+14;-2,73958E+14;-0.431375;-1,70683E+14;-0.268666666666667
LUSC64;LUSC;-4404625;0.462642857142857;-1,04217E+14;-4458;-1321125;-2,44783E+14;-169075
LUSC65;LUSC;-3583875;-0.247571428571429;0.1;-2,83358E+14;-181425;-0.629083333333333;-2,60733E+14
LUSC66;LUSC;-4157125;0.280357142857143;-0.366166666666667;-3,57092E+14;-142825;-0.806375;-1,42558E+14
LUSC67;LUSC;-4080125;0.101142857142857;0.379583333333333;-3.7;1210375;-1,80008E+14;-1,15933E+14
LUSC68;LUSC;-4055125;-0.494214285714286;-105525;-3,17373E+14;0.11975;-1,40929E+14;-1,31667E+14
LUSC69;LUSC;-4331625;0.688;-0.737;-3,03158E+14;0.226125;-0.991708333333333;-185525
LUSC70;LUSC;-3496625;-1,09307E+14;-0.666166666666667;-2734;1582375;0.143791666666667;-1,41792E+14
LUSC71;LUSC;-4369;-0.134071428571429;-1,06042E+14;-3,58183E+14;-1039625;-2943625;-151075
LUSC72;LUSC;-4.19;0.135615384615385;0.14025;-3,53292E+14;-0.256375;-0.888875;-0.311666666666667
LUSC73;LUSC;-333675;0.411142857142857;-0.644916666666667;-3,07817E+14;0.63375;-0.829958333333333;-0.763083333333333
LUSC74;LUSC;-3084;-0.137142857142857;1,85292E+14;-0.882083333333333;0.072375;0.503208333333333;-0.759166666666667
LUSC75;LUSC;-438375;0.276785714285714;1,70092E+14;-29215;3240375;-0.13775;-0.283583333333333
LUSC76;LUSC;-3705;0.236071428571429;-0.529333333333333;-3,56058E+14;0.17;-0.959;-0.863666666666667
LUSC77;LUSC;-4369;-0.430428571428571;-1,12117E+14;-3,95573E+14;1052;-2999625;0.125
LUSC78;LUSC;-45015;-1,51246E+14;-1,45742E+14;-3,85533E+14;0.800625;-344575;-1,05108E+14
LUSC79;LUSC;-206525;0.00121428571428577;0.78225;-188375;216775;0.799583333333333;-0.852416666666667
LUSC80;LUSC;-380575;0.139714285714286;-0.803833333333333;-3.45;1633;-0.956958333333333;-0.0296666666666666
LUSC81;LUSC;-3544625;0.651642857142857;0.923583333333333;-0.34525;1647;1,75371E+14;-0.240916666666667
LUSC82;LUSC;-48205;-0.402928571428571;-0.882916666666667;-3,90883E+14;0.270375;-1,17117E+14;0.231916666666667
LUSC83;LUSC;-3795625;-0.238357142857143;0.10375;-200075;0.00662499999999995;0.589708333333333;-1444
LUSC84;LUSC;-4260375;-0.387714285714286;0.251583333333333;-402575;0.97175;-160825;-0.7515
LUSC85;LUSC;-325325;1,47236E+14;12415;-22165;192575;0.898791666666667;-1,12692E+14
LUSC86;LUSC;-2752375;1,04507E+14;0.4395;-264025;1243375;0.881375;-0.3575
LUSC87;LUSC;-494125;0.319071428571429;-129125;-4,79992E+14;-0.384375;-2,07779E+14;-0.633583333333333
LUSC88;LUSC;-349425;0.897071428571429;-0.403416666666667;-3,11758E+14;0.21075;-0.924708333333333;-1,17808E+14
LUSC89;LUSC;-447925;0.0442857142857143;-0.522833333333333;-3,34392E+14;149725;-0.900458333333333;0.119583333333333
LUSC90;LUSC;-4,23329E+14;-0.611285714285714;-1,80733E+14;-4483;-1339;-3026625;-1,80067E+14
LUSC91;LUSC;-4762125;0.278714285714286;-1,55083E+14;-36575;-0.529375;-0.339166666666667;0.00999999999999997
LUSC92;LUSC;-480025;-1,29457E+14;1,13358E+14;-48435;1225875;-1,05742E+14;0.887833333333333
LUSC93;LUSC;-41775;0.175785714285714;-0.21575;-1219;213575;-1,17479E+14;-0.271833333333333
LUSC94;LUSC;-3.96;0.773642857142857;-0.437666666666667;-30175;154075;-1,43479E+14;-104675
LUSC95;LUSC;-4457;0.184142857142857;-0.409;-267475;1233375;-145775;-0.45825
LUSC96;LUSC;-426725;-1,18421E+14;0.989416666666667;-2,08042E+14;1862;-0.546458333333333;-0.53675
LUSC97;LUSC;-3406875;0.967714285714286;-0.157333333333333;-2,17108E+14;2231625;0.640208333333333;-0.5375
LUSC98;LUSC;-4124875;-0.0612857142857143;-0.7975;-3,72292E+14;-1296375;1,57754E+14;0.163833333333333
LUSC99;LUSC;-4662375;-0.463785714285714;-0.59875;-296675;1491625;-0.776041666666667;-0.683583333333333
LUSC100;LUSC;-3882375;0.271642857142857;-0.66175;-4,24683E+14;-0.78675;-2,34321E+14;-0.453083333333333
LUSC101;LUSC;-3395125;1,35807E+14;10945;-24915;1864375;-0.252958333333333;-0.855666666666667
LUSC102;LUSC;-4012375;-0.0486428571428571;-0.568;-3,17967E+14;-1082;0.300083333333333;-0.154166666666667
LUSC103;LUSC;-4484375;0.388;0.632666666666667;-2676;2602125;-0.982208333333333;-0.63975
LUSC104;LUSC;-3093;0.952357142857143;-0.4745;-267075;1864875;-0.290541666666667;-1505
LUSC105;LUSC;-4717625;0.770071428571429;-2,29108E+14;-2,89908E+14;0.531125;-291325;-0.640333333333333
LUSC106;LUSC;-476125;-0.0401428571428572;-0.0836666666666667;-3758;0.511875;-2,20429E+14;-0.677166666666667
LUSC107;LUSC;-2942625;0.833071428571429;-0.61;-2,22758E+14;108175;0.123291666666667;-0.150666666666667
LUSC108;LUSC;-3672625;0.708571428571429;0.00108333333333333;-3,06458E+14;-1088875;-1,29408E+14;-1.13
LUSC109;LUSC;-4676625;0.364714285714286;-0.504583333333333;-4,31742E+14;-1131;-2,13054E+14;-0.690333333333333
LUSC110;LUSC;-3952;1,35336E+14;0.203333333333333;-265575;1253125;-1044875;0.713666666666667
LUSC111;LUSC;-4317375;1,24964E+14;-0.961333333333333;-2,69683E+14;-0.643375;-0.022625;-0.099
LUSC112;LUSC;-3029;0.517428571428571;0.214;-164225;1212;-0.48725;-0.979166666666667
LUSC113;LUSC;-336125;-0.412857142857143;-1,84758E+14;-3.22;-0.482625;-1,37296E+14;-0.635416666666667
LUSC114;LUSC;-402675;-1,60886E+14;-1,14317E+14;-3,68492E+14;0.92025;-0.5515;2,00392E+14
LUSC115;LUSC;-3111875;0.117071428571429;-0.7405;-1,83583E+14;18815;-1924375;0.15075
LUSC116;LUSC;-4499375;-0.5375;-0.699083333333333;-2669;0.8115;-1,59467E+14;-0.549166666666667
LUSC117;LUSC;-3291875;0.296214285714286;-0.0245833333333333;-2,86033E+14;1110875;-0.389375;-0.0578333333333333
LUSC118;LUSC;-413025;0.543642857142857;-0.00900000000000001;-3,04783E+14;0.219375;0.2425;-11585
LUSC119;LUSC;-442725;0.921428571428571;-0.0401666666666667;-3557;27635;-1,45221E+14;-0.50825
LUSC120;LUSC;-21025;0.775785714285714;0.61675;-2,87408E+14;1418625;-0.22625;-0.763333333333333
LUSC121;LUSC;-481625;1,20607E+14;-0.0930833333333333;-3,58733E+14;1435125;-0.7245;0.0464166666666667
LUSC122;LUSC;-487025;-0.547857142857143;1,03433E+14;-5,00617E+14;-0.396;-0.157208333333333;-0.46075
LUSC123;LUSC;-3554875;1,26286E+14;-0.756;-30375;-156675;-0.14525;-0.445833333333333
LUSC124;LUSC;-4538;-0.378357142857143;0.196083333333333;-4696;-0.597125;-1,62933E+14;-1,21658E+14
LUSC125;LUSC;-458175;0.0842142857142857;-1,13208E+14;-2,59083E+14;0.68775;-0.967625;-1,29308E+14
LUSC126;LUSC;-443975;-0.695428571428572;-0.118083333333333;-4,01317E+14;0.073125;-2,30179E+14;-0.72775
LUSC127;LUSC;-44805;0.339928571428571;-1,38758E+14;-1,15033E+14;0.000750000000000002;-1,41671E+14;-0.229083333333333
LUSC128;LUSC;-47525;0.737785714285714;-0.0878333333333333;-3673;1282;-2,00421E+14;-0.353083333333333
LUSC129;LUSC;-42205;1,43257E+14;-0.581583333333333;-2,88317E+14;2007625;-0.619041666666667;0.111833333333333
LUSC130;LUSC;-30655;-0.00235714285714287;-1,06892E+14;-4,20892E+14;-0.5905;-2,08154E+14;0.172833333333333
LUSC131;LUSC;-36415;0.457785714285714;0.311083333333333;-199675;1109375;-115925;-0.221583333333333
LUSC132;LUSC;-2979625;0.476785714285714;-12755;-3,32183E+14;-0.748625;-2,69517E+14;-1,05867E+14
LUSC133;LUSC;-2568875;0.591214285714286;0.127833333333333;-2904;0.789;1,15096E+14;0.34025
LUSC134;LUSC;-4397375;0.1565;-0.0141666666666667;-3,12383E+14;0.934625;-0.540958333333333;-0.828416666666667
LUSC135;LUSC;-4331375;-0.857142857142857;0.76075;-30705;148675;-1,96983E+14;-1,17483E+14
LUSC136;LUSC;-32275;0.169285714285714;0.170833333333333;-0.306;1143125;-1,20917E+14;-0.0893333333333333
LUSC137;LUSC;-4118375;0.770571428571428;-0.0718333333333333;-3,05667E+14;1424375;-1,04117E+14;-0.64075
LUSC138;LUSC;-434175;-1,15857E+14;-0.963333333333333;-298275;0.889875;-2,37221E+14;-1,20592E+14
LUSC139;LUSC;-2997875;1,39129E+14;-0.09375;-3,23133E+14;1314;-0.119291666666667;-0.276416666666667
LUSC140;LUSC;-50595;1,02814E+14;0.626;-4,04117E+14;-0.954875;-15235;-0.652916666666667
LUSC141;LUSC;-3358125;0.614928571428571;-0.72575;-2,32433E+14;-0.68625;-1,05683E+14;-0.761416666666667
LUSC142;LUSC;-4294;-0.504142857142857;0.51775;-1,84567E+14;133025;-2015;0.835
LUSC143;LUSC;-0.8025;0.48;15375;0.336666666666667;218675;-0.802208333333333;-0.00291666666666667
